50	1	33588.03626	877.388701	104	116
50	5	50012.61028	4998.702489	140	154
50	10	50014.65785	9995.822433	175	215
50	15	50014.26493	14983.08849	478	464
50	20	50013.83685	19980.69008	709	651
50	25	50012.46114	24971.29112	1391	1383
50	30	50012.07465	30350.33563	2550	2503
50	35	50014.02542	35318.75805	3438	3523
50	40	50011.79905	40298.63046	4373	4345
50	50	49178.3119	49284.17943	146383	147267
50	60	44880.82123	53590.68166	149924	150894
