50	1	33714.13177	878.939361	103	117
50	5	50018.30113	4999.033552	139	153
50	10	50016.46451	9995.347703	214	254
50	15	50018.27375	14983.00469	462	549
50	20	50017.62557	19979.77194	706	700
50	25	50017.34913	24973.79393	1196	1289
50	30	50018.01318	30350.4269	2361	2439
50	35	50017.7584	35317.99403	3590	3608
50	40	50016.57925	40306.03054	4072	4191
50	50	49167.81115	49299.33289	147642	148490
50	60	45095.48205	53374.00299	150415	151512
